Date,Close
2025-01-01,215.77393008600066
2025-01-02,220.59013420768943
2025-01-03,218.9758110373149
2025-01-04,223.53111888027516
2025-01-05,216.90641081134106
2025-01-06,220.3828619073493
2025-01-07,220.6921088652264
2025-01-08,218.20549309163954
2025-01-09,222.40481180300569
2025-01-10,217.1881279733711
2025-01-11,224.97612406825948
2025-01-12,225.21739652618575
2025-01-13,215.83662121335107
2025-01-14,216.2027837715559
2025-01-15,219.60995002405514
2025-01-16,224.58454820074653
2025-01-17,221.93574982750073
2025-01-18,218.89696381930253
2025-01-19,221.50665050323522
2025-01-20,223.8806933834821
2025-01-21,221.16059436712004
2025-01-22,220.67753001350079
2025-01-23,224.0324488291195
2025-01-24,220.19677037654313
2025-01-25,217.86065219648725
2025-01-26,222.95805500052796
2025-01-27,222.18072573707335
2025-01-28,224.09193001947926
2025-01-29,216.80300849344292
2025-01-30,222.87636946165554
2025-01-31,219.4137007666881
2025-02-01,223.66899037350157
2025-02-02,221.27421131247328
2025-02-03,221.00069504539658
2025-02-04,218.00074988852725
2025-02-05,222.7229620410645
2025-02-06,221.77609793574683
2025-02-07,223.85030088324527
2025-02-08,224.59323927035527
2025-02-09,224.59091676242855
2025-02-10,218.09146298664976
2025-02-11,220.81134444546404
2025-02-12,226.81873425400278
2025-02-13,222.35620428608567
2025-02-14,224.39473815213506
2025-02-15,223.86462454255374
2025-02-16,218.74859571411577
2025-02-17,222.25522622580792
2025-02-18,226.05704668901035
2025-02-19,227.01537457684984
2025-02-20,224.76821448292657
2025-02-21,221.38436030937444
2025-02-22,223.23824213519094
2025-02-23,226.78848963996003
2025-02-24,223.56083164418644
2025-02-25,220.94026304976256
2025-02-26,222.8760909138862
2025-02-27,223.52584350480063
2025-02-28,225.29839115083806
2025-03-01,224.77115077669944
2025-03-02,223.4717103514763
2025-03-03,221.31337012403415
2025-03-04,225.3831361031423
2025-03-05,223.53987674956085
2025-03-06,228.1374833898641
2025-03-07,222.07942602645542
2025-03-08,221.16932931665974
2025-03-09,228.17348609831794
2025-03-10,227.60611378872565
2025-03-11,224.6331251083447
2025-03-12,228.7604891649985
2025-03-13,225.87364583431312
2025-03-14,225.75577493158528
2025-03-15,219.85978734903753
2025-03-16,227.42006877886908
2025-03-17,229.3316210297805
2025-03-18,223.93138016615697
2025-03-19,223.14205313168532
2025-03-20,227.56020927409645
2025-03-21,227.3259892565594
2025-03-22,222.76420996585804
2025-03-23,224.2877573960542
2025-03-24,226.64296426807604
2025-03-25,231.4379382825061
2025-03-26,224.47377112003963
2025-03-27,226.0278393330084
2025-03-28,224.74722342530734
2025-03-29,227.36817784404658
2025-03-30,226.12921254659568
2025-03-31,226.55287766667226
2025-04-01,226.8662680840576
2025-04-02,226.88009792371764
2025-04-03,227.61490518332334
2025-04-04,226.62361073016356
2025-04-05,229.35941755646834
2025-04-06,227.6538795289431
2025-04-07,225.74873183344846
2025-04-08,226.20375959733013
2025-04-09,236.96509501670278
2025-04-10,228.00837867417707
2025-04-11,226.47061782400897
2025-04-12,227.62149558169455
2025-04-13,226.77758630112098
2025-04-14,226.29414290872637
2025-04-15,229.2262567153269
2025-04-16,230.3486090036887
2025-04-17,224.27249938169257
2025-04-18,227.3427710971073
2025-04-19,227.07013329850642
2025-04-20,228.49977143500155
2025-04-21,229.18184313318247
2025-04-22,225.5850500471759
2025-04-23,229.6436131067837
2025-04-24,223.7792492179364
2025-04-25,225.9241828792913
2025-04-26,227.266077132639
2025-04-27,229.42863243422676
2025-04-28,230.6497854813904
2025-04-29,228.6987422272129
2025-04-30,227.1600894213205
2025-05-01,233.47630384999272
2025-05-02,230.59126489862265
2025-05-03,232.62877446041483
2025-05-04,229.2354366195685
2025-05-05,232.03152208141373
2025-05-06,230.82838933177726
2025-05-07,233.25174902372996
2025-05-08,227.5604961962615
2025-05-09,230.80165864114826
2025-05-10,233.68615663487446
2025-05-11,232.01666389646937
2025-05-12,228.289742560729
2025-05-13,225.7687322990625
2025-05-14,231.10584687142472
2025-05-15,228.47737276379758
2025-05-16,233.5735857749964
2025-05-17,233.7909838195602
2025-05-18,230.8868810841439
2025-05-19,229.96308485792426
2025-05-20,233.47022466343103
2025-05-21,230.41056465144072
2025-05-22,231.44471166391094
2025-05-23,230.5261429736114
2025-05-24,225.84759285076132
2025-05-25,232.59339803416094
2025-05-26,233.05252335926784
2025-05-27,230.87634138002906
2025-05-28,232.31323229216932
2025-05-29,229.1713893327888
2025-05-30,229.83796187295107
2025-05-31,230.56186550771648
2025-06-01,227.0909619153335
2025-06-02,232.21614409278376
2025-06-03,232.07319636487725
2025-06-04,227.33880875080706
2025-06-05,227.8712550451895
2025-06-06,231.90176969968797
2025-06-07,234.21191056800205
2025-06-08,236.3177391912149
2025-06-09,233.66113164062622
2025-06-10,233.28925364990755
2025-06-11,235.5474655963967
2025-06-12,235.84866165030192
2025-06-13,229.74944304794215
2025-06-14,226.52984004539863
2025-06-15,233.93810358768891
2025-06-16,226.21630493760625
2025-06-17,231.58756611814945
2025-06-18,233.7273792973424
2025-06-19,234.16050578198073
2025-06-20,228.0408414574512
2025-06-21,235.3180589137969
2025-06-22,236.06970130724636
2025-06-23,230.7072416124148
2025-06-24,228.40683232103905
2025-06-25,233.78271638875577
2025-06-26,234.36374746477466
2025-06-27,233.93641353786862
2025-06-28,231.97360876974076
2025-06-29,235.67532149698138
2025-06-30,234.9104369882291
2025-07-01,230.71080734074803
2025-07-02,232.73070169251113
2025-07-03,236.38175629679088
2025-07-04,233.94106222174014
2025-07-05,236.1840933230365
2025-07-06,235.98612687731486
2025-07-07,236.94636600648704
2025-07-08,231.07051197974477
2025-07-09,233.35969603256578
2025-07-10,234.2875991483653
2025-07-11,228.54485151903884
2025-07-12,235.41185596494947
2025-07-13,232.62601696760518
2025-07-14,235.42323640666288
2025-07-15,233.73174877943077
2025-07-16,232.71941441619484
2025-07-17,234.73360515591528
2025-07-18,235.8581665747325
